Status,Agent Name,Call Start Time,Call End Time,Calling Number,Waiting Time in Seconds,Techline Team
Failed,Rahul Verma,2023-05-12 06:21:22,2023-05-12 06:21:22,8330971338,48,Towing
Failed,Sneha Iyer,2024-08-07 19:26:28,2024-08-07 19:26:28,8034885696,170,Filter
Failed,Meera Pillai,2024-06-22 14:06:06,2024-06-22 14:06:06,8483735628,89,Spark Plug
Answered,Pooja Reddy,2023-08-18 02:06:22,2023-08-18 02:13:58,9913791880,22,Brakes
Failed,Divya Menon,2026-04-17 17:36:17,2026-04-17 17:36:17,7116423281,142,Lighting
Advanced,Ravi Kumar,2023-10-15 13:11:38,2023-10-15 13:25:59,9483646453,15,Towing
Abandoned,Ananya Nair,2023-03-15 04:33:18,2023-03-15 04:33:23,8319436114,77,Wiper
Answered,Pooja Reddy,2026-03-04 13:05:51,2026-03-04 13:16:51,8343187120,43,Lighting
Advanced,Rahul Verma,2024-11-25 07:54:15,2024-11-25 08:28:45,7075992511,103,Lighting
Abandoned,Sneha Iyer,2024-08-28 17:28:16,2024-08-28 17:28:16,7487055039,400,Brakes
Failed,Sneha Iyer,2024-05-12 00:18:46,2024-05-12 00:18:46,8543641724,53,Towing
Diverted,Meera Pillai,2024-06-17 10:14:32,2024-06-17 10:19:00,8956095689,69,Wiper
Advanced,Priya Sharma,2024-06-09 16:34:32,2024-06-09 16:36:50,9258084634,11,Brakes
Diverted,Vikram Das,2026-04-02 13:18:05,2026-04-02 13:19:48,9207865198,117,Towing
Answered,Divya Menon,2025-06-26 17:25:20,2025-06-26 17:27:02,9966541966,153,Filter
Diverted,Ananya Nair,2024-03-07 02:05:43,2024-03-07 02:07:48,9650772271,66,Wiper
Advanced,Rahul Verma,2026-03-21 05:16:53,2026-03-21 05:27:08,7149193678,37,Brakes
Diverted,Pooja Reddy,2023-04-20 14:48:34,2023-04-20 14:50:51,7453956812,28,Filter
Failed,Divya Menon,2024-07-23 19:18:35,2024-07-23 19:18:35,8310199969,183,Brakes
Abandoned,Rahul Verma,2023-08-22 21:09:20,2023-08-22 21:09:22,7411901985,224,Filter
Abandoned,Ravi Kumar,2023-01-14 02:29:06,2023-01-14 02:29:11,9544902374,301,Filter
Diverted,Rahul Verma,2024-08-17 11:54:40,2024-08-17 11:56:59,8171513521,107,Wiper
Diverted,Priya Sharma,2023-07-15 02:02:42,2023-07-15 02:03:15,7591878873,73,Filter
Diverted,Arjun Mehta,2025-07-28 14:30:12,2025-07-28 14:39:01,8470215807,76,Towing
Diverted,Karthik Rao,2025-01-05 09:55:08,2025-01-05 10:02:31,7699703860,21,Wiper
Failed,Arjun Mehta,2026-02-22 01:46:56,2026-02-22 01:46:56,7045579559,155,Brakes
Diverted,Ananya Nair,2026-06-14 22:26:53,2026-06-14 22:33:53,9066576125,22,Wiper
Answered,Priya Sharma,2025-03-31 00:54:30,2025-03-31 01:01:21,7962591781,168,Lighting
Abandoned,Vikram Das,2026-04-16 22:28:48,2026-04-16 22:28:53,9066118707,348,Wiper
Advanced,Manoj Pillai,2023-08-06 05:14:39,2023-08-06 05:57:12,7035406156,61,Towing
Diverted,Divya Menon,2026-05-21 04:51:14,2026-05-21 05:00:12,8779417562,114,Lighting
Advanced,Pooja Reddy,2024-01-07 13:32:27,2024-01-07 13:41:09,7820541117,62,Spark Plug
Advanced,Ananya Nair,2024-11-23 02:11:15,2024-11-23 02:49:23,9548455013,275,Brakes
Advanced,Vikram Das,2024-09-06 04:08:16,2024-09-06 04:39:23,8493972206,71,Spark Plug
Diverted,Meera Pillai,2024-05-04 06:57:02,2024-05-04 06:59:31,8364078355,95,Towing
Diverted,Suresh Babu,2026-01-05 02:47:08,2026-01-05 02:52:27,7105549974,17,Filter
Answered,Karthik Rao,2023-11-27 05:42:56,2023-11-27 05:55:31,7330223754,53,Wiper
Failed,Priya Sharma,2025-09-16 02:44:42,2025-09-16 02:44:42,7103506589,193,Wiper
Abandoned,Rahul Verma,2023-01-02 06:11:56,2023-01-02 06:11:58,9374092362,203,Wiper
Diverted,Ananya Nair,2025-12-14 22:23:09,2025-12-14 22:23:52,8191000932,63,Brakes
Diverted,Priya Sharma,2025-11-30 02:37:39,2025-11-30 02:44:45,8457683558,109,Towing
Answered,Sneha Iyer,2023-06-19 20:57:43,2023-06-19 21:21:33,8923208509,109,Filter
Diverted,Suresh Babu,2023-10-22 16:24:27,2023-10-22 16:30:13,7733873732,37,Brakes
Answered,Pooja Reddy,2024-01-29 22:38:02,2024-01-29 22:48:48,7659958827,167,Brakes
Failed,Lakshmi Krishnan,2024-12-05 12:46:28,2024-12-05 12:46:28,9252190507,153,Towing
Advanced,Ananya Nair,2025-12-11 11:50:25,2025-12-11 12:30:32,8463288049,174,Wiper
Abandoned,Manoj Pillai,2025-01-08 02:09:28,2025-01-08 02:09:28,8859663545,391,Towing
Advanced,Lakshmi Krishnan,2025-01-10 09:10:54,2025-01-10 09:58:24,9498314489,247,Filter
Advanced,Sneha Iyer,2023-07-14 08:47:57,2023-07-14 09:34:29,9510648546,106,Brakes
Abandoned,Ravi Kumar,2026-04-24 10:11:33,2026-04-24 10:11:33,8121724325,277,Towing
Diverted,Sneha Iyer,2024-02-22 12:07:49,2024-02-22 12:10:59,8293129128,104,Spark Plug
Abandoned,Manoj Pillai,2023-05-22 19:49:23,2023-05-22 19:49:25,9373019560,232,Lighting
Answered,Vikram Das,2026-01-08 22:43:13,2026-01-08 23:01:35,8436625180,132,Filter
Diverted,Suresh Babu,2025-09-29 22:34:18,2025-09-29 22:41:08,8910973355,25,Wiper
Diverted,Pooja Reddy,2025-12-23 04:14:58,2025-12-23 04:16:09,9767987610,38,Lighting
Answered,Pooja Reddy,2025-11-24 14:18:15,2025-11-24 14:28:45,9566849143,56,Filter
Diverted,Vikram Das,2025-09-22 09:27:28,2025-09-22 09:28:41,9454411549,80,Towing
Failed,Karthik Rao,2026-04-26 03:15:02,2026-04-26 03:15:02,8681423330,147,Lighting
Answered,Karthik Rao,2023-03-14 05:47:23,2023-03-14 06:07:12,8190313805,2,Filter
Failed,Aditya Singh,2026-06-02 10:26:01,2026-06-02 10:26:01,7337392883,70,Wiper
Diverted,Karthik Rao,2026-06-04 20:47:04,2026-06-04 20:51:57,9156342569,31,Lighting
Answered,Rahul Verma,2024-05-09 03:02:06,2024-05-09 03:12:31,9538353786,95,Wiper
Abandoned,Priya Sharma,2024-10-29 04:42:06,2024-10-29 04:42:06,8054004479,152,Wiper
Abandoned,Aditya Singh,2025-04-26 06:58:37,2025-04-26 06:58:38,9306784469,395,Spark Plug
Diverted,Pooja Reddy,2025-01-12 22:03:37,2025-01-12 22:08:33,8152187958,76,Filter
Failed,Manoj Pillai,2026-06-25 01:11:07,2026-06-25 01:11:07,8369386023,106,Lighting
Failed,Vikram Das,2023-05-21 20:06:25,2023-05-21 20:06:25,8297228981,158,Spark Plug
Failed,Aditya Singh,2024-09-15 15:42:44,2024-09-15 15:42:44,8240750557,154,Wiper
Failed,Manoj Pillai,2025-01-18 18:07:54,2025-01-18 18:07:54,9731554486,63,Wiper
Abandoned,Suresh Babu,2023-10-05 10:36:17,2023-10-05 10:36:20,7041849822,500,Brakes
Answered,Manoj Pillai,2025-07-28 20:29:48,2025-07-28 20:50:31,8673020782,102,Towing
Advanced,Pooja Reddy,2024-06-26 14:54:12,2024-06-26 15:11:56,7913354838,6,Towing
Diverted,Aditya Singh,2026-02-22 15:12:12,2026-02-22 15:13:33,8473589928,73,Brakes
Advanced,Aditya Singh,2025-01-05 10:24:53,2025-01-05 11:08:10,7151987565,291,Lighting
Answered,Suresh Babu,2025-06-19 15:31:02,2025-06-19 15:51:53,9849116499,162,Filter
Abandoned,Ravi Kumar,2025-10-22 21:16:12,2025-10-22 21:16:17,8797707598,71,Brakes
Advanced,Sneha Iyer,2023-03-14 16:16:54,2023-03-14 16:44:51,8595639564,191,Towing
Advanced,Suresh Babu,2025-09-11 22:50:42,2025-09-11 23:29:38,7768339465,273,Towing
Advanced,Karthik Rao,2025-12-17 18:28:52,2025-12-17 19:07:55,7731956514,67,Brakes
Advanced,Suresh Babu,2025-06-19 20:24:07,2025-06-19 21:10:40,9597594262,200,Wiper
Diverted,Ravi Kumar,2023-04-08 22:06:23,2023-04-08 22:07:15,8053496256,98,Lighting
Abandoned,Priya Sharma,2024-04-05 21:14:23,2024-04-05 21:14:24,8391945289,431,Filter
Diverted,Arjun Mehta,2024-08-20 00:07:20,2024-08-20 00:17:02,7505949396,91,Lighting
Answered,Manoj Pillai,2024-01-04 20:43:05,2024-01-04 21:10:26,7018799847,140,Wiper
Answered,Ravi Kumar,2023-11-12 07:49:52,2023-11-12 08:13:43,8869672787,110,Towing
Answered,Ravi Kumar,2023-03-07 11:53:44,2023-03-07 12:09:59,7309128182,119,Lighting
Failed,Karthik Rao,2025-12-14 08:22:54,2025-12-14 08:22:54,9289829650,154,Towing
Advanced,Arjun Mehta,2026-05-07 19:33:18,2026-05-07 20:19:59,8324770081,166,Filter
Advanced,Karthik Rao,2023-01-04 19:56:30,2023-01-04 20:45:35,9088982922,236,Brakes
Failed,Pooja Reddy,2026-03-07 20:53:38,2026-03-07 20:53:38,7996130080,187,Brakes
Diverted,Karthik Rao,2025-02-18 08:41:00,2025-02-18 08:47:11,8389186915,83,Spark Plug
Answered,Arjun Mehta,2026-05-22 13:33:57,2026-05-22 13:51:17,7716587986,77,Towing
Diverted,Suresh Babu,2023-04-11 06:32:50,2023-04-11 06:38:50,8226170460,69,Wiper
Advanced,Sneha Iyer,2023-06-29 16:01:55,2023-06-29 16:36:02,8224451655,258,Brakes
Answered,Karthik Rao,2024-04-10 03:49:42,2024-04-10 04:16:15,9960846431,167,Spark Plug
Failed,Lakshmi Krishnan,2025-04-05 02:27:05,2025-04-05 02:27:05,9872172386,85,Spark Plug
Abandoned,Karthik Rao,2024-10-05 09:41:21,2024-10-05 09:41:25,9041724190,101,Lighting
Failed,Manoj Pillai,2023-02-20 18:59:55,2023-02-20 18:59:55,7510091616,177,Spark Plug
Advanced,Sneha Iyer,2023-02-04 11:17:05,2023-02-04 11:27:35,9658269943,114,Filter
Diverted,Arjun Mehta,2025-10-05 05:06:41,2025-10-05 05:10:00,9493301339,81,Filter
Failed,Divya Menon,2023-05-15 13:25:14,2023-05-15 13:25:14,8658077490,124,Brakes
Abandoned,Ravi Kumar,2025-12-13 23:05:50,2025-12-13 23:05:52,7120655755,262,Spark Plug
Advanced,Meera Pillai,2024-03-19 16:58:04,2024-03-19 17:43:19,7559357843,245,Filter
Abandoned,Priya Sharma,2023-12-23 00:44:39,2023-12-23 00:44:42,7120799419,500,Spark Plug
Diverted,Manoj Pillai,2025-03-11 15:27:24,2025-03-11 15:36:50,9636272140,114,Brakes
Failed,Aditya Singh,2023-05-26 05:39:21,2023-05-26 05:39:21,8674120601,145,Spark Plug
Abandoned,Sneha Iyer,2024-12-26 08:16:31,2024-12-26 08:16:34,9264936213,349,Spark Plug
Advanced,Sneha Iyer,2024-06-11 12:47:14,2024-06-11 13:30:16,9066406401,103,Lighting
Failed,Pooja Reddy,2023-03-15 19:52:20,2023-03-15 19:52:20,9864512786,99,Spark Plug
Abandoned,Karthik Rao,2025-06-14 15:05:03,2025-06-14 15:05:08,9043605695,488,Wiper
Abandoned,Lakshmi Krishnan,2023-09-28 01:55:14,2023-09-28 01:55:19,8218106852,165,Wiper
Failed,Suresh Babu,2026-03-28 01:28:15,2026-03-28 01:28:15,7094528907,126,Brakes
Abandoned,Manoj Pillai,2023-11-06 03:37:11,2023-11-06 03:37:12,7995932866,188,Wiper
Diverted,Manoj Pillai,2023-07-27 21:46:39,2023-07-27 21:49:35,9357054381,77,Spark Plug
Failed,Meera Pillai,2025-01-21 00:23:02,2025-01-21 00:23:02,7664001430,188,Brakes
Abandoned,Lakshmi Krishnan,2025-12-05 13:51:20,2025-12-05 13:51:24,8663432691,270,Towing
Diverted,Pooja Reddy,2025-11-18 19:38:38,2025-11-18 19:45:50,9089619158,52,Filter
Failed,Arjun Mehta,2025-05-06 02:24:12,2025-05-06 02:24:12,8260176528,79,Towing
Diverted,Sneha Iyer,2025-03-19 07:33:49,2025-03-19 07:36:10,7506322020,90,Filter
Advanced,Arjun Mehta,2025-12-25 09:01:08,2025-12-25 09:26:34,9701689731,11,Wiper
Diverted,Karthik Rao,2025-09-23 10:45:59,2025-09-23 10:48:05,8599680026,51,Filter
Answered,Meera Pillai,2024-08-29 10:46:01,2024-08-29 10:48:50,7562396186,119,Spark Plug
Diverted,Pooja Reddy,2025-09-05 05:35:08,2025-09-05 05:41:52,9307208476,7,Filter
Answered,Pooja Reddy,2024-07-24 10:03:44,2024-07-24 10:30:17,7994670337,96,Brakes
Diverted,Vikram Das,2023-04-13 10:29:04,2023-04-13 10:29:52,8016709672,0,Wiper
Diverted,Meera Pillai,2023-06-27 19:35:33,2023-06-27 19:39:01,8578486098,103,Brakes
Answered,Ananya Nair,2023-09-10 09:12:58,2023-09-10 09:40:59,9031463475,40,Filter
Advanced,Arjun Mehta,2026-02-03 06:39:37,2026-02-03 07:27:01,9980704846,248,Wiper
Answered,Divya Menon,2024-12-19 13:58:01,2024-12-19 14:07:04,8709378686,149,Brakes
Failed,Manoj Pillai,2023-04-07 04:08:42,2023-04-07 04:08:42,8215271464,80,Towing
Diverted,Priya Sharma,2024-06-04 01:10:47,2024-06-04 01:19:00,8452555651,67,Wiper
Answered,Ananya Nair,2023-07-19 18:44:35,2023-07-19 18:47:24,9879160538,34,Brakes
Failed,Arjun Mehta,2024-03-29 21:42:29,2024-03-29 21:42:29,8350541089,45,Brakes
Diverted,Priya Sharma,2024-06-05 04:02:25,2024-06-05 04:08:13,8453557522,55,Filter
Failed,Aditya Singh,2023-05-22 19:10:05,2023-05-22 19:10:05,7195138099,194,Wiper
Diverted,Karthik Rao,2024-01-31 06:10:30,2024-01-31 06:16:51,7212772254,73,Spark Plug
Failed,Vikram Das,2024-01-12 03:07:31,2024-01-12 03:07:31,8397184569,63,Towing
Answered,Divya Menon,2024-12-18 21:23:52,2024-12-18 21:38:12,9963552942,6,Towing
Answered,Suresh Babu,2026-03-11 08:10:10,2026-03-11 08:39:39,9709965965,92,Lighting
Diverted,Arjun Mehta,2025-09-21 12:01:33,2025-09-21 12:08:35,9422446166,13,Lighting
Advanced,Meera Pillai,2023-10-28 15:58:30,2023-10-28 16:08:56,7899406322,107,Towing
Abandoned,Arjun Mehta,2023-01-19 01:14:32,2023-01-19 01:14:36,9694811088,146,Filter
Diverted,Sneha Iyer,2025-01-27 19:09:49,2025-01-27 19:10:29,9606903485,88,Spark Plug
Failed,Sneha Iyer,2026-01-05 17:57:02,2026-01-05 17:57:02,7683293660,170,Spark Plug
Failed,Vikram Das,2023-11-23 04:31:05,2023-11-23 04:31:05,9317449220,46,Filter
Abandoned,Rahul Verma,2025-09-25 16:31:13,2025-09-25 16:31:15,8459376502,423,Lighting
Abandoned,Vikram Das,2023-10-09 14:00:39,2023-10-09 14:00:41,8600950237,78,Filter
Failed,Divya Menon,2026-03-18 20:37:07,2026-03-18 20:37:07,8229779076,32,Spark Plug
Answered,Ravi Kumar,2024-07-05 12:00:41,2024-07-05 12:30:11,8258097201,151,Lighting
Diverted,Sneha Iyer,2023-04-28 07:56:15,2023-04-28 08:03:12,8092335705,58,Brakes
Abandoned,Ananya Nair,2023-08-03 06:48:07,2023-08-03 06:48:12,8997535228,393,Towing
Advanced,Ravi Kumar,2024-11-02 13:40:43,2024-11-02 13:58:59,7496949116,286,Filter
Failed,Pooja Reddy,2024-05-12 00:21:29,2024-05-12 00:21:29,7488378378,91,Wiper
Diverted,Divya Menon,2025-12-07 22:08:21,2025-12-07 22:09:42,8647685290,19,Spark Plug
Failed,Aditya Singh,2024-05-09 12:42:07,2024-05-09 12:42:07,8706391465,53,Spark Plug
Diverted,Divya Menon,2024-03-05 07:34:54,2024-03-05 07:41:34,9244769647,75,Lighting
Answered,Arjun Mehta,2026-02-13 11:25:33,2026-02-13 11:32:34,9941566544,109,Towing
Answered,Sneha Iyer,2023-09-23 01:15:07,2023-09-23 01:41:23,8597455366,75,Lighting
Answered,Ravi Kumar,2024-03-10 05:04:18,2024-03-10 05:09:39,8684602031,177,Wiper
Failed,Pooja Reddy,2025-01-08 08:34:08,2025-01-08 08:34:08,7734218384,135,Wiper
Abandoned,Meera Pillai,2024-06-29 09:32:55,2024-06-29 09:32:59,7788794923,145,Spark Plug
Failed,Meera Pillai,2024-03-06 02:15:54,2024-03-06 02:15:54,7263408077,105,Filter
Failed,Vikram Das,2025-10-17 05:58:10,2025-10-17 05:58:10,9152799089,189,Towing
Answered,Karthik Rao,2025-03-02 10:21:42,2025-03-02 10:29:36,7898280221,153,Towing
Advanced,Karthik Rao,2026-03-13 03:17:13,2026-03-13 03:56:05,7846081621,273,Lighting
Failed,Manoj Pillai,2024-09-11 16:39:51,2024-09-11 16:39:51,8278562711,68,Filter
Answered,Ravi Kumar,2024-08-02 17:42:31,2024-08-02 17:47:00,7457850168,23,Brakes
Advanced,Lakshmi Krishnan,2026-01-26 05:17:15,2026-01-26 05:40:30,8998746436,201,Wiper
Diverted,Arjun Mehta,2023-05-03 04:17:50,2023-05-03 04:23:24,7632788309,20,Wiper
Advanced,Suresh Babu,2023-04-20 02:54:47,2023-04-20 03:22:59,9004357545,61,Brakes
Answered,Karthik Rao,2026-03-27 09:31:03,2026-03-27 09:32:40,7553150035,34,Wiper
Advanced,Vikram Das,2025-05-01 23:19:31,2025-05-01 23:50:30,9415917583,25,Filter
Answered,Karthik Rao,2025-05-04 11:44:44,2025-05-04 12:14:27,9730538954,112,Filter
Advanced,Rahul Verma,2026-02-11 00:49:56,2026-02-11 01:05:06,9061257547,218,Filter
Diverted,Ananya Nair,2025-03-04 22:19:36,2025-03-04 22:25:09,9220281270,35,Towing
Failed,Manoj Pillai,2024-11-25 01:56:07,2024-11-25 01:56:07,7634282063,15,Spark Plug
Advanced,Rahul Verma,2026-06-23 12:42:59,2026-06-23 12:51:18,8392230596,41,Brakes
Abandoned,Manoj Pillai,2023-06-21 19:47:03,2023-06-21 19:47:03,9772290418,269,Towing
Diverted,Suresh Babu,2025-09-21 06:25:19,2025-09-21 06:29:06,9532067920,46,Towing
Abandoned,Divya Menon,2025-06-30 23:43:33,2025-06-30 23:43:37,8496879271,213,Spark Plug
Diverted,Pooja Reddy,2023-11-11 06:41:42,2023-11-11 06:44:52,7553855232,30,Towing
Failed,Divya Menon,2025-12-28 04:43:51,2025-12-28 04:43:51,9625355175,200,Brakes
Answered,Ananya Nair,2024-04-16 02:41:50,2024-04-16 03:07:16,7777712380,31,Towing
Advanced,Karthik Rao,2024-07-06 03:49:52,2024-07-06 04:27:48,8569192902,291,Wiper
Advanced,Arjun Mehta,2025-01-09 12:40:07,2025-01-09 13:17:19,7351987246,73,Spark Plug
Diverted,Vikram Das,2023-04-13 20:10:30,2023-04-13 20:11:48,7743605951,89,Wiper
Advanced,Lakshmi Krishnan,2026-02-01 16:11:26,2026-02-01 16:28:56,7106680319,109,Wiper
